TIMESTAMP,Obs_3hr,rated_3hr,nowcast_3hr,dayahead_3hr
09-May-2017 09:00:00,8.31083333333333,811.2,12.2641666666667,42.9983333333333
09-May-2017 12:00:00,10.0491666666667,811.2,22.6566666666667,55.3516666666667
09-May-2017 15:00:00,40.5158333333333,811.2,40.0225,62.5991666666667
09-May-2017 18:00:00,60.4116666666667,811.2,52.165,61.6641666666667
09-May-2017 21:00:00,29.6216666666667,811.2,24.6158333333333,24.1516666666667
10-May-2017 00:00:00,2.64083333333333,811.2,5.32333333333333,4.09833333333333
10-May-2017 03:00:00,2.14666666666667,811.2,3.74666666666667,2.29916666666667
10-May-2017 06:00:00,2.16333333333333,811.2,3.6725,3.57916666666667
10-May-2017 09:00:00,3.99666666666667,811.2,8.8,11.5783333333333
10-May-2017 12:00:00,60.0133333333333,811.2,43.1733333333333,46.8583333333333
10-May-2017 15:00:00,68.36,811.2,117.01,124.416666666667
10-May-2017 18:00:00,156.165,811.2,211.085,257.5325
10-May-2017 21:00:00,270.7375,811.2,305.554166666667,344.8775
11-May-2017 00:00:00,227.1225,811.2,312.966666666667,323.644166666667
11-May-2017 03:00:00,203.613333333333,811.2,250.798333333333,294.140833333333
11-May-2017 06:00:00,102.795833333333,811.2,139.5225,190.569166666667
11-May-2017 09:00:00,53.435,811.2,56.9916666666667,109.045833333333
11-May-2017 12:00:00,48.51,811.2,45.8816666666667,81.8058333333333
11-May-2017 15:00:00,57.3,811.2,112.799166666667,65.0666666666667
11-May-2017 18:00:00,172.859166666667,811.2,155.4,115.7775
11-May-2017 21:00:00,139.149166666667,811.2,165.106666666667,128.426666666667
12-May-2017 00:00:00,108.019166666667,811.2,178.7475,172.681666666667
12-May-2017 03:00:00,177.185,811.2,211.816666666667,186.290833333333
12-May-2017 06:00:00,168.135833333333,811.2,259.0325,240.065
12-May-2017 09:00:00,85.7791666666667,811.2,82.3508333333333,214.930833333333
12-May-2017 12:00:00,12.3275,811.2,21.8883333333333,131.430833333333
12-May-2017 15:00:00,38.2991666666667,811.2,21.1033333333333,57.4258333333333
12-May-2017 18:00:00,177.516666666667,811.2,139.288333333333,55.8358333333333
12-May-2017 21:00:00,318.785,811.2,173.083333333333,171.793333333333
13-May-2017 00:00:00,125.858333333333,811.2,167.909166666667,192.770833333333
13-May-2017 03:00:00,61.2741666666667,811.2,129.0875,155.333333333333
13-May-2017 06:00:00,136.4375,811.2,175.723333333333,174.920833333333
13-May-2017 09:00:00,195.259166666667,811.2,266.028333333333,208.555
13-May-2017 12:00:00,486.815,811.2,492.113333333333,327.579166666667
13-May-2017 15:00:00,598.175833333333,811.2,479.585833333333,414.6275
13-May-2017 18:00:00,366.563333333333,811.2,353.6075,347.859166666667
13-May-2017 21:00:00,153.833333333333,811.2,237.539166666667,219.115833333333
14-May-2017 00:00:00,105.170833333333,811.2,289.038333333333,208.885
14-May-2017 03:00:00,198.821666666667,811.2,290.499166666667,285.4375
14-May-2017 06:00:00,320.101666666667,811.2,344.851666666667,365.833333333333
14-May-2017 09:00:00,470.02,811.2,460.44,403.756666666667
14-May-2017 12:00:00,377.693333333333,811.2,405.6275,400.618333333333
14-May-2017 15:00:00,550.1425,811.2,395.540833333333,413.591666666667
14-May-2017 18:00:00,436.058333333333,811.2,424.880833333333,361.438333333333
14-May-2017 21:00:00,216.169166666667,833.2,282.478333333333,246.234166666667
15-May-2017 00:00:00,115.435833333333,844.2,172.24,163.914166666667
15-May-2017 03:00:00,59.7491666666667,844.2,81.3858333333333,117.663333333333
15-May-2017 06:00:00,66.6216666666667,844.2,136.314166666667,144.703333333333
15-May-2017 09:00:00,229.635,844.2,236.553333333333,245.020833333333
15-May-2017 12:00:00,165.4925,844.2,240.725833333333,274.945833333333
15-May-2017 15:00:00,245.64,844.2,240.611666666667,339.61
15-May-2017 18:00:00,358.345833333333,844.2,398.584166666667,432.155
15-May-2017 21:00:00,658.47,844.2,543.810833333333,514.2525
16-May-2017 00:00:00,408.7075,844.2,519.524166666667,512.5175
16-May-2017 03:00:00,246.156666666667,844.2,278.614166666667,471.814166666667
16-May-2017 06:00:00,263.680833333333,844.2,217.49,420.686666666667
16-May-2017 09:00:00,206.420833333333,844.2,276.576666666667,334.513333333333
16-May-2017 12:00:00,439.470833333333,844.2,391.941666666667,234.951666666667
16-May-2017 15:00:00,535.9875,844.2,512.541666666667,230.658333333333
16-May-2017 18:00:00,208.124166666667,844.2,266.764166666667,126.950833333333
16-May-2017 21:00:00,15.45,844.2,74.2033333333333,82.9875
17-May-2017 00:00:00,2.59916666666667,844.2,13.6091666666667,27.7616666666667
17-May-2017 03:00:00,8.58583333333333,844.2,36.3833333333333,32.7291666666667
17-May-2017 06:00:00,15.3733333333333,844.2,100.785,118.9475
17-May-2017 09:00:00,4.65083333333333,844.2,33.5158333333333,94.7916666666667
17-May-2017 12:00:00,0.955,844.2,13.5933333333333,46.8033333333333
17-May-2017 15:00:00,0.476666666666667,844.2,52.0183333333333,50.8375
17-May-2017 18:00:00,84.1725,844.2,159.720833333333,174.605
17-May-2017 21:00:00,238.123333333333,844.2,186.01,221.590833333333
18-May-2017 00:00:00,94.0475,844.2,181.3575,138.75
18-May-2017 03:00:00,57.6366666666667,844.2,104.4525,202.24
18-May-2017 06:00:00,8.41666666666667,844.2,10.8325,88.4658333333333
18-May-2017 09:00:00,1.585,844.2,4.7825,25.035
18-May-2017 12:00:00,8.46833333333333,844.2,28.8283333333333,9.27083333333333
18-May-2017 15:00:00,173.636666666667,844.2,139.430833333333,12.8
18-May-2017 18:00:00,607.353333333333,844.2,425.239166666667,59.275
18-May-2017 21:00:00,626.6125,844.2,510.358333333333,341.665
19-May-2017 00:00:00,416.091666666667,844.2,497.286666666667,530.304166666667
19-May-2017 03:00:00,771.585833333333,844.2,718.738333333333,604.4875
19-May-2017 06:00:00,523.23,844.2,638.334166666667,684.06
19-May-2017 09:00:00,305.725,844.2,261.590833333333,439.8475
19-May-2017 12:00:00,210.6625,844.2,197.316666666667,227.925
19-May-2017 15:00:00,166.028333333333,844.2,117.108333333333,175.390833333333
19-May-2017 18:00:00,145.054166666667,844.2,132.98,208.238333333333
19-May-2017 21:00:00,201.175,844.2,134.110833333333,182.750833333333
20-May-2017 00:00:00,215.925,844.2,181.353333333333,196.224166666667
20-May-2017 03:00:00,176.841666666667,844.2,204.738333333333,212.460833333333
20-May-2017 06:00:00,209.828333333333,844.2,258.906666666667,239.7975
20-May-2017 09:00:00,229.706666666667,844.2,240.623333333333,230.565833333333
20-May-2017 12:00:00,143.325,844.2,228.265,239.446666666667
20-May-2017 15:00:00,331.518333333333,844.2,258.431666666667,278.791666666667
20-May-2017 18:00:00,277.005833333333,844.2,309.1325,326.074166666667
20-May-2017 21:00:00,227.890833333333,844.2,299.715,321.1125
21-May-2017 00:00:00,208.0175,844.2,216.411666666667,231.335
21-May-2017 03:00:00,58.64,844.2,87.4858333333333,104.1625
21-May-2017 06:00:00,12.12,844.2,27.5316666666667,41.9666666666667
21-May-2017 09:00:00,0,844.2,0.259166666666667,7.92083333333333
21-May-2017 12:00:00,6.26083333333333,844.2,12.9508333333333,8.23
21-May-2017 15:00:00,75.7,844.2,114.105833333333,60.6191666666667
21-May-2017 18:00:00,253.071666666667,844.2,257.794166666667,192.241666666667
21-May-2017 21:00:00,250.856666666667,844.2,221.179166666667,208.839166666667
22-May-2017 00:00:00,119.3025,844.2,186.051666666667,191.758333333333
22-May-2017 03:00:00,147.543333333333,844.2,159.58,180.516666666667
22-May-2017 06:00:00,56.705,844.2,90.0566666666667,106.398333333333
22-May-2017 09:00:00,15.6066666666667,844.2,19.7158333333333,44.3383333333333
22-May-2017 12:00:00,9.26333333333333,844.2,10.6583333333333,10.7366666666667
22-May-2017 15:00:00,13.6175,844.2,21.6183333333333,16.5158333333333
22-May-2017 18:00:00,5.05,844.2,23.6066666666667,21.8416666666667
22-May-2017 21:00:00,1.975,844.2,57.1216666666667,51.5175
23-May-2017 00:00:00,126.2875,844.2,207.994166666667,199.131666666667
23-May-2017 03:00:00,305.931666666667,844.2,314.946666666667,330.3225
23-May-2017 06:00:00,125.744166666667,844.2,247.120833333333,305.2075
23-May-2017 09:00:00,33.2133333333333,844.2,52.2308333333333,150.281666666667
23-May-2017 12:00:00,40.4541666666667,844.2,61.1525,42.9533333333333
23-May-2017 15:00:00,38,844.2,96.9466666666666,17.0191666666667
23-May-2017 18:00:00,125.495,844.2,147.615833333333,61.4391666666667
23-May-2017 21:00:00,121.269166666667,844.2,140.321666666667,108.255
24-May-2017 00:00:00,112.449166666667,844.2,137.260833333333,135.799166666667
24-May-2017 03:00:00,113.445,844.2,100.454166666667,105.103333333333
24-May-2017 06:00:00,28.2941666666667,844.2,63.2008333333333,69.9375
